Sage code,Product name
MBOX-SP-MKE-WP,MK Single Speaker Socket - White Plastic
MID-ASR-30-BL,Mid Atlantic ASR Rotating Slide out shelving - Black
MID-AXS-20-BL,"Mid Atl AXS 20 Space Rack (inc. top, bot, carriers) - Black"
MID-AXS-43-BL,"Mid Atl AXS 43 Space Rack (inc. top, bot, carriers) - Black"
MID-AXS-SS1-BL,"Mid Atl Service Stand for AXS System (3""-10"") - Black"
MID-AXS-SS2-BL,"Mid Atl Service Stand for AXS System (10""-22"") - Black"
MID-AXS-SS3-BL,"Mid Atl Service Stand for AXS System (16""-40"") - Black"
MID-AXS-ST1-BL,"Mid Atl 25"" Service Tracks for AXS System - Black"
MID-AXS-ST2-BL,"Mid Atl 50"" Service Tracks for AXS System - Black"
MID-AXS-ST3-BL,"Mid Atl 31"" Service Tracks for AXS System - Black [pair]"
MID-DWR-35-26,Mid Atl 35U Hinged Wall Cabinet (DWR)
MID-DWR-CVR,Mid Atl Top Cover Plate for DWR Cabinet
MID-FAN-138-DC,Mid Atl - 2 x DC Rack Fan - FAN-138-K-EU
MID-FAN-69-DC,Mid Atl - DC Rack Fan - FAN-69-K-EU
MID-FAN-CAB-01,^Mid Atlantic Single Fan Cabinet Cooler
MID-FAN-CAB-50,Mid Atl Cabinet Air Extraction System (50 CFM)
MID-FAN-KIT-BL,Mid Atlantic IComp-Cool Equipment Single Fan - Black
MID-FAN-KIT3-BL,Mid Atlantic IComp-Cool Equipment Triple Fan - Black
MID-FAN-TOP-RK,Mid Atl Double Fan for Top of Rack
MID-HPL-1U-BL,Mid Atl Handle Panel 1U - Black
MID-LAC-BA-2RL,Mid Atl Horizontal 2'  L-Shape Lacing Bar - BL (Pack of 10)
MID-LAC-BA-4RL,Mid Atlantic 4' Lacing Bar (Pack Of 10)
MID-LAC-BA-RL,Mid Atl Horizontal Lacing Bar - Black (Pack of 10)
MID-LAC-TEL-BR,Mid Atl Telescopic Lacing Bar (Pack Of 2)
MID-LAC-VER-45,Mid Atl 45U Vertical Lacing Strips (6pk)
MID-MRK-24-RK,"Mid Atl 24U 31"" Deep MRK Gangable Rack"
MID-MRK-44-RK,"Mid Atl 44U 31"" Deep MRK Gangable Rack"
MID-MRK-CB-31,"Mid Atl Caster Base for MRK 31"" Rack - Fine Floor"
MID-MRK-CB-31S,"Mid Atl Caster Base for MRK 31"" Rack - Standard"
MID-MRK-FD-24,Mid Atl Plexi Glass Front Door for MRK 24U
MID-MRK-FD-44,Mid Atl Plexi Glass Front Door for MRK 44U
MID-PBS-1U-BL,Mid Atl Brush Strip Panel 1U - Black
MID-PBS-2U-BL,Mid Atl Brush Strip Panel 2U - Black
MID-POR-14-BL,Mid Atl PTRK Portable Rack 14U - Black
MID-POR-21-BL,Mid Atl PTRK Portable Rack 21U - Black
MID-PPL-1U-BL,Mid Atl Plain Panel 1U - Black
MID-PPL-2U-BL,Mid Atl Plain Panel 2U - Black
MID-PPL-3U-BL,Mid Atl Plain Panel 3U - Black
MID-PPL-4U-BL,Mid Atl Plain Panel 4U - Black
MID-PPM-6U-BL,Mid Atl Pivoting Panel Mount - Black
MID-RCS-18-BL,Mid Atl 18U Essex RCS Standalone Rack - Black
MID-RCS-27-BL,Mid Atl 27U Essex RCS Standalone Rack - Black
MID-RCS-42-BL,Mid Atl 42U Essex RCS Standalone Rack - Black
MID-RRR-2U-BL,Mid Atl Rackrail Recessor 2U
MID-SCR-RC-BL,Mid Atl Rack Screws - Black (500pk)
MID-SCR-RC-PK,Mid Atl Rack Screws - Black (100pk)
MID-SCR-RC-SH,Mid Atl Short Rack Screws - Black (500pk)
MID-SCR-RC-SH1,Mid Atl Short Rack Screws - Black (100pk)
MID-SHF-1U-VT,Mid Atl Vented Rackshelf 1U - Black
MID-SHF-2U-VT,Mid Atl Vented Rackshelf 2U - Black
MID-SHF-3U-VT,Mid Atl Vented Rackshelf 3U - Black
MID-SHF-4U-VT,Mid Atl Vented Rackshelf 4U - Black
MID-SHF-5A-BL,Mid Atl Rackshelf 0U - Black
MID-SID-PNL-21,Mid Atl Side Panels 21U (Pair)
MID-SID-PNL-24,Mid Atl Side Panels 24U (Pair)
MID-SID-PNL-42,Mid Atl Side Panels 42U (Pair)
MID-SID-PNL-44,Mid Atl Side Panels 44U (Pair)
MID-SL5-14-BL,Middle Atlantic Slim 5 Rack - 14u
MID-SL5-21-BL,Middle Atlantic Slim 5 Rack - 21u
MID-SL5-43-BL,Middle Atlantic Slim 5 Rack - 43u
MID-SL5-CA-BS,Mid Atl Castor Base for Slim 5 Rack
MID-SL5-WL-LK,Middle Atlantic Slim-5 locking casters
MID-SRS-14-BL,Mid Atl 14U Sliding Rail System - Black
MID-SRS-24-BL,Mid Atl 24U Sliding Rail System - Black
MID-SRS-4-30,Mid Atl 30U Sliding Rail System (250lbs) - Black
MID-SRS-42-BL,Mid Atl 20U Sliding Rail System (250lbs) - Black
MID-SRS-R-SH,Mid Atl SH Shelf for SRSR Rack - Black
MID-THM-FAN-CON,Mid Atl Thermostatic Fan Controller - DC
MID-TRM-STP-BL,Mid Atl Trim Strips - Black (Anodised)
MID-TRM-STP-NA,Mid Atl Trim Strips - Black (Non-Anodised)
MID-VPL-1U-BL,Mid Atl Vent Panel 1U - Black
MID-VPL-1U-BL2,Mid Atl Vent Panel 1U Slotted Economy - Black
MID-VPL-2U-BL,Mid Atl Vent Panel 2U - Black
MID-VTP-3U-BL,Mid Atl Vent Panel 3U - Black
MID-WR-FD-44,Mid Atl Plexi Glass Front Door for 44U WR Rack
MID-WR-MW-4FT,"Mid Atl MW-4FT 1/2"" Fan top for WR Rack"
MID-WR-RAP-44,Mid Atl Rear Access Panel for 44U WR Rack
MID-WR-RR-44,Mid Atl Rack WR-RR-44 Rear Rail Kit  for WR Rack
MID-WR-SH-BL,Mid Atl SH-WR Rack Shelf Zero Space for WR Rack - Black
MID-WR-VB-K32,Mid Atl Vent Blocker Kit for 35U WR Rack
MID-WR-VB-KIT,Mid Atl Vent Blocker Kit for 44U WR Rack
MID-WR4-432-44,"Mid Atl 44U 32"" Deep WR Rack"
MIS-000-00-00,Misc Product/Service Requirement
MIS-000-00-01,Misc Product/Service Requirement - Zero Tax
MKL-ARC-PB-WH,MK Logic Plus Architrave Patress Box - White
MKL-ARC-SW-WH,MK Logic Plus Architrave Switch - White
MKL-ARC-SW2-WH,MK Logic Plus Architrave Switch 2 way - White
MKL-BEL-AR-WH,MK Logic Plus 1G Push Bell Standard Faceplate - White
MKL-BNK-1G-WH,MK Logic Plus 1G Blank Plastic Faceplate - White
MKL-BNK-2G-WH,MK Logic Plus  2G Blank Plastic Faceplate - White
MKL-BTM-1G-WH,^MK Logic Plus BT Master Frontplate - White
MKL-BTM-1M-BL,MK Logic Euro BT Master Module - Black
MKL-BTM-1M-WH,MK Logic Euro BT Master Module - White
MKL-BTS-1E-BL,MK Logic Euro BT Secondary Module - Black
MKL-BTS-1E-WH,MK Logic Euro BT Secondary Module - White
MKL-DTW-BB-ALM,MK Logic Plus 1g Back Box - Metalclad
MKL-DTW-BB-ALM2,MK Logic Plus 2g Back Box - Metalclad
MKL-DTW-BB-WH1,MK Logic Plus 1g Back Box - White
MKL-DTW-BB-WH2,MK Logic Plus 2g Back Box - White
MKL-E1G-01-ALM,MK Logic Euro 1G 1M Faceplate - Metalclad
MKL-E1G-01-WH,MK Logic Euro 1G 1M Faceplate - White
MKL-E1G-02-ALM,MK Logic Euro 1G 2M Faceplate - Metalclad
MKL-E1G-02-WH,MK Logic Euro 1G 2M Faceplate - White
MKL-E2G-04-AB,MK Logic Edge 2G 4M Faceplate - Premium Metal Finish
MKL-E2G-04-ALM,MK Logic Edge 2G 4M Faceplate - Metalclad
MKL-E2G-04-WH,MK Logic Euro 2G 4M Faceplate - White Plastic
MKL-E2G-04-WM,MK Logic Edge 2G 4M Faceplate - White Metal
MKL-EBP-01-AB,MK Logic Edge 1G Blank Faceplate - Premium Metal Finish
MKL-EBP-01-WM,MK Logic Edge 1G Blank Faceplate - White Metal
MKL-EBP-02-AB,MK Logic Edge 2G Blank Faceplate - Premium Metal Finish
MKL-EBP-02-WM,MK Logic Edge 2G Blank Faceplate - White Metal
MKL-EMP-01-AB,MK Logic Edge 1G 1M Faceplate - Premium Metal Finish
MKL-EMP-01-WM,MK Logic Edge 1G 1M Faceplate - White Metal
MKL-EMP-02-AB,MK Logic Edge 1G 2M Faceplate - Premium Metal Finish
MKL-EMP-02-WM,MK Logic Edge 1G 2M Faceplate - White Metal
MKL-ETV-01-BL,MK Logic Euro Triplex TV Module - Black
MKL-ETV-01-WH,MK Logic Euro Triplex TV Module - White
MKL-ETV-02-BL,MK Logic Euro Quad TV Module - Black
MKL-ETV-02-WH,MK Logic Euro Quad TV Module - White
MKL-FEU-1M-MO,MK Logic Euro F-Type 1 Module - White
MKL-FEU-1M-MO1,^MK Logic Euro F-Type 1 Module - Black
MKL-HBM-05-WH,MK Logic Edge Half Blank Module - White
MKL-J45-1G-GY,MK IP56 Waterproof Euro Enclosure - Grey
MKL-J45-1G-WH,MK IP56 Waterproof Euro Enclosure - White
MKL-J45-1M-BL,MK Logic Edge RJ45 Sheilded Module - Black
MKL-J45-1U-BL,MK Logic Edge RJ45 Euro Module - Black
MKL-J45-CAT6-BL,*MK Logic Edge RJ45 Cat6 Module - Black
MKL-J45-CAT6-WH,*MK Logic Edge RJ45 Cat6 Module - White
MKL-J45-CAT6S-BL,*MK Logic Edge RJ45 Cat6 Shielded Module - Black
MKL-J45-CAT6S-WH,*MK Logic Edge RJ45 Cat6 Shielded Module - White
MKL-J45-FAS-CIA,MK Logic Edge Fascia for Cat6/Cat6a Insert - White
MKL-LDM-DA-WH,MK LJU6C RJ45 Module - White
MKL-PBM-02-WH,MK Logic Plus 2M Blank Module - White
MKL-PBM-EU-BL,*MK Logic 1M Euro Blank Module - Black
MKL-PBM-EU-WH,MK Logic 1M Euro Blank Module - White
NAK-ECHT-IW-SPK,Nakymatone ECHT In-Wall Invisible Speaker
NAK-GOED-IW-SPK,Nakymatone GOED In-Wall Invisible Speaker
NAK-MOOI-IW-SPK,Nakymatone MOOI In-Wall Invisible Speaker
NAK-TWEE-IW-SPK,Nakymatone TWEE In-Wall Invisible Speaker
PAK-P2E-PDU,Pakedge 2-Outlet Intelligent Power Distribution Unit
PAN-KXA-406-DR,^Panasonic KX-A406UK Dect Repeater
PAN-KXN-343-BL,^Panasonic KX-NT 343 3 line IP Phone - Black
PAR-ZAM-00-BL,Parasound Zamp Amplifier - Black
PEN-VER-RR-45,Penn Elcom 45U Vertical Rack Rail for Patch Bay (Single)
PHI-PRO-PROF-BAT,Phillips Pronto 9600 Battery Pack
PHI-PRO-PROF-BAT1,Phillips Pronto 9400 Battery Pack
PHI-SPL-02-SI,Vision Splitter 5-2400MHz - 2 Way
PHI-SPL-03-SI,Vision Splitter 5-2300MHz - 3 Way
PHI-SPL-04-SI,Vision Splitter 5-2300MHz - 4 Way
PHI-SPL-08-SI,Vision Splitter 5-2400MHz - 8 Way
PUR-RM-APP-LE,^Pure Theatre Rackshelf - 1 x Apple TV (4th Gen) - 1U
RAR-PDU-16-13A,Raritan Mains Converter Lead 13A to 16A
RHI-TAP-NY-09,Rhino Tape - Vinyl 9mm Flexible - White
RHI-TAP-NY-09B,Rhino Tape - Vinyl 9mm Flexible - Black
RHI-TAP-NY-12,Rhino Tape - Vinyl 12mm Flexible - White
RHI-TAP-NY-12B,Rhino Tape - Vinyl 12mm Flexible - Black
RHI-TAP-NY-19,Rhino Tape - Vinyl 19mm Flexible White
RIV-AP-EV35-UL,Rivi EV35 Outdoor AP - Unleashed
RIV-AP-R35-UL,Rivi RV35 AP - Unleashed
RIV-AP-R55-UL,Rivi RV55 AP - Unleashed
RIV-AP-R65-UL,Rivi RV65 AP - Unleashed
RUC-AP-7372-PSU,Ruckus PSU for R350
RUC-AP-PS-48V,"Ruckus PSU for R750, R730, R720, R650 (48v)"
RUC-AP-R350-UL,Ruckus R350 AP - Unleashed
RUC-AP-R370-UL,Ruckus R370 AP - Unleashed
RUC-AP-R550-PS,Ruckus PSU for R550
RUC-AP-R550-UL,Ruckus R550 AP - Unleashed
RUC-AP-R650-UL,Ruckus R650 AP - Unleashed
RUC-AP-R670-UL,Ruckus R670 AP - Unleashed
RUC-AP-R750-UL,Ruckus R750 AP - Unleashed
RUC-AP-R770-UL,Ruckus R770 AP - Unleashed
RUC-AP-T350C-UL,Ruckus T350c AP - Unleashed
RUC-AP-T670-UL,Ruckus T670 AP - Unleashed
SAV-IR-KIT,^Savant IR Lead Kit
SAV-SERIAL-KIT,^Savant Serial Adaptor Kit
SEC-ELITE-L,"SMC Elite alarm monitoring, maintenance & keyholding"
SEC-ELITE-S,"SMC Elite alarm monitoring, maintenance & keyholding - Std'"
SEC-G3-PAN-051-0315,*Scantronic smart PSU with 7 zones and 2 outputs
SEC-RAP-BK-SS,G3 External Dummy Stainless Steel Bracket
SEC-SAF-LIM-WH,^Security - Safe Limpet   E16 A
SEC0-ABL-EL560,Abloy EL560 Solenoid Lock 12/24V DC - 65mm Backset
SEC0-AXIS-DOM-EX2,AXIS P3265-LVE External 2 MP Dome With IR &  Deep Learning
SEC0-AXIS-DOM-EX3,AXIS M3215-LVE External 2MP Dome Camera with Deep Learning
SEC0-AXIS-DOM-EXT,AXIS P3268-LVE External 8 MP Dome With IR &  Deep Learning
SEC0-AXIS-DOM-IN2,AXIS P3265-LV 2 MP Dome With IR &  Deep Learning
SEC0-AXIS-DOM-IND,AXIS P3268-LV 8 MP Dome With IR & Deep Learning
SEC0-AXIS-DOM-RM2,AXIS TP3201-E Recess Mount for Discreet Cameras
SEC0-AXIS-DOM-RM3,AXIS TM3201 Recess Mount for M30 Cameras
SEC0-AXIS-DOM-UC2,AXIS M3085-V Ultra Compact Dome 2MP Mini Dome
SEC0-AXIS-PTZ-M55,"^AXIS M5525-E External PTZ Network Camera, 10x Zoom"
SEC0-AXIS-SEN-SOR,"AXIS F1025 Sensor Unit 12M, Pinhole Lens with 1080P Resolution"
SEC0-BAT-AA-16V,Energizer Lithium 1.6v AA Battery for Radio Devices (Single)
SEC0-BAT-CR12-3A,Yuasa Lithium CR123a Battery for Radio Devices  (Single)
SEC0-BAT-CR2-01,Yuasa Lithium CR2 Battery for Radio Devices (Single)
SEC0-BAT-CR2-450,Pyronix CR2450 Battery for Radio Devices (Pack of 5)
SEC0-BAT-SPA-DE,"Battery Male Spade Connector, PCB Tab (100pk)"
SEC0-BGU-01-WH,Break Glass Unit - Green
SEC0-BGU-03-GN,"Break Glass Unit, Triple Pole w/ Cover - Green"
SEC0-BGU-KY-BL,Break Glass Unit Key - Black
SEC0-CAM-PSU-08,Elmdene 12v 8x 1A Fused Outputs - White
SEC0-CC-INT-COV,^Axis P1214 Internal IP Covert Recessed Camera
SEC0-CC-INT-DOM-REC,^Axis M3014 Internal Recessed IP Dome Camera
SEC0-HDD-WDP-2TB,WD Purple 2TB Surveillance Hard Disk Drive
SEC0-HDD-WDP-3TB,WD Purple 3TB Surveillance Hard Disk Drive
SEC0-HDD-WDP-4TB,WD Purple 4TB Surveillance Hard Disk Drive
SEC0-HDD-WDP-6TB,WD Purple 6TB Surveillance Hard Disk Drive
SEC0-HID-RDR-20,^HID Signo 20 Reader - Mullion - 13.56MHz & 125kHz - Terminal
SEC0-HID-RDR-40,^HID Signo 40 Reader - Wall Mount - 13.56MHz & 125kHz - Terminal
SEC0-HID-SIG-20,HID Signo 20 Reader - No Keypad
SEC0-HID-SIG-20K,HID Signo 20 Reader with Keypad
SEC0-HID-SIG-40,HID Signo 40 Reader - No Keypad
SEC0-HID-SIG-40K,HID Signo 40 Reader with Keypad
SEC0-HNW-BUL-EXT-4K,Hanwha External Vandal Bullet with IR 4K - XNO
SEC0-HNW-BUL-EXT-4K1,Hanwha External Vandal Bullet with IR 4K - PNO
SEC0-HNW-DOM-EXT-4K,Hanwha External Vandal Dome with IR 4K - PNV
SEC0-HNW-DOM-EXT-4K1,Hanwha External Vandal Dome with IR 4K - XNV
SEC0-HNW-NVR-08-4K,Hanwha 8 Channel 4K HDMI & VGA NVR w/ POE Switch
SEC0-HNW-NVR-64-4K,Hanwha 64CH 4K NVR - High Throughput 400MB
SEC0-HNW-PTZ-DOM-EXT,^Hanwha External 5MP PTZ VR Network Dome - XNV
SEC0-PAX-KEY-FOB,Paxton Key Fob (pack of 10)
SEC0-PAX-KEY-KP50,Paxton Net2 Surface & Integrated Proximity Reader 100mm H 50
SEC0-PAX-KEY-KP75,Paxton Net2 Surface & Integrated Proximity Reader 143mm H 75
SEC0-PAX-KEY-SS50,Paxton Net2 Surface SS Keypad 100mm H 50mm W
SEC0-PAX-KEY-SSVR,Paxton Net2 Surface SS Keypad 143mm H 90mm W
SEC0-PAX-NET-2P,Paxton Net 2 Plus 1Dr ACU + 2A PSU - Plastic Box
SEC0-PAX-NET2-PRO,Paxton Net2 Professional Software
SEC0-PAX-PRX-RD,Paxton P50 Proximity Reader
SEC0-PAX-RDR-PAN,Paxton Net2 Mount Reader For Int into Video ent pan 58mm H 5
SEC0-PAX-RDR-USB,Paxton Net2 Desktop Reader For Prox Fob Enrollment
SEC0-PAX-RDR-VR,Paxton Net2 Small Proximity Vandal Proof Reader - White
SEC0-PTE-DR-SS,Push to Exit Button - Stainless Steel
SEC0-PTE-DR-SSS,Surface Push to Exit Button - Stainless Steel (Weatherproof)
SEC0-PTE-DR-WH,Push to Exit Button - White
SEC0-RF-HIGH-VID,Videx High Gain Aerial for GSM/Secure Comms
SEC0-RLY-VHLR,Very Handy Little Relay 6v-28v 8amp
SEC0-SAM-BUL-EXT-4K,^Hanwha External Bullet with Integrated Base 4K Varifocal
SEC0-SAM-CAM-BUL-IR1,Hanwha 2MP Bullet Camera with IR - External Grey
SEC0-SAM-CAM-DOM-IR1,Hanwha 2MP External Dome with IR - Cream
SEC0-SAM-CAM-DOM-IR5,Hanwha 5MP External Dome with IR - Cream
SEC0-SAM-NVR-32-4K,^Hanwha 32CH 4K HDMI&VGA NVR w/ RAID5
SEC0-SOU-BMB-01,^SoundBomb 1 Internal Sounder - 2 gang
SEC0-SOU-BMB-02,CQR Piezo Buzzer/Sounder - Single gang
SEC0-SPI-SUP-12V,ACT 12v dc Spike Suppressor
SEC0-SPI-SUP-240V,ACT 240v AC Spike Suppressor
SEC0-SPI-SUP-RFI,^ACT 12v PIR Stabiliser
SEC0-VAR-LED-W4,^Vario LED Light W4 Small infra Red Light 940mm Unit 12/24v
SEC0-VID-BAL-UN,Genie Single Port 4K Passive AHD Video UTP Balun Kit
SEC1-CON-FL-BR,^G1 Flush Contact 20mm - Brown
SEC1-CON-FL-WH,G1 Flush Contact 20mm - White
SEC1-CON-SF-BR,^G1 Small Surface Contact 20mm - Brown
SEC2-CON-FL-BR,^G2 Flush Contact - Brown
SEC2-CON-FL-WH,G2 Flush Contact - White
SEC2-CON-SF-AL,^G2 Surface Contact - Aluminium Pre-wired
SEC2-PIR-WAL1-WH,^G2 Texecom Wall mount DT/PIR - White
SEC2-RF-CON-BR,G2 Micro Contact-W W/LESS Miniature Door Contact - Brown
SEC2-RF-CON-GR,G2 Micro Contact-W W/LESS Miniature Door Contact - Grey
SEC2-RF-CON-TEX,^G2 Contact Wireless Ricochet Impaq Contact-W
SEC2-RF-CON-WH,G2 Micro Contact-W W/LESS Miniature Door Contact - White
SEC2-RF-DT-TEX,Dualtech Wireless Premier Elite DT-W
SEC2-RF-EXP32-TEX,Expander Wireless Ricochet Premier 32XP-W
SEC2-RF-EXPS-TEX,Expander Wireless Ricochet Premier 8XP-W
SEC2-RF-IAK-TEX,G2 Premier Elite Wireless Keypad LCDLP-W
SEC2-RF-PA-TEX,G2 Panic Alarm Wireless Double Push Button
SEC2-RF-PIR-TEX,PIR Wireless Ricochet Prestige Q20-W Detector
SEC2-RF-SMK-TEX,G2 Wireless Smoke/Heat Detector - Ricochet Enabled Wireless Smoke Detector
SEC2-RF-SMKEY-TEX,Fob Wireless Ricochet Premier Smartkey
SEC2-RF-TEX-C02,^G2 Texecom CO-W Wireless Carbon Monoxide Detector
SEC2-RF-VIP-BL,G2 Shock Wireless Ricochet PremElite IMPAQ SC-W - Black
SEC2-RF-VIP-GR,G2 Shock Wireless Ricochet PremElite IMPAQ SC-W - Grey
SEC2-RF-VIP-TEX,G2 Shock Wireless Ricochet PremElite IMPAQ SC-W - White
SEC2-RF-VIPM-BR,G2 Shock W/LESS PremElite MicroShock-W - Brown
SEC2-RF-VIPM-GR,G2 Shock W/LESS PremElite MicroShock-W - Grey
SEC2-RF-VIPM-WH,G2 Shock W/LESS PremElite MicroShock-W - White
SEC2-SMA-COM-4G,G3 Texecom Connect SmartCom 4G
SEC2-SMA-COM-TEX,G2 Texecom Connect SmartCom
SEC2-VIP-TEX-WH,^G2 Texecom Vibration Sensor - White
SEC3-65-HT-DET,G3 64 Degree Fixed Heat Detector
SEC3-90-HT-DET,G3 90 Degree Fixed Heat Detector
SEC3-BAT-12V-10A,G3 12v 10A Battery
SEC3-BAT-12V-17A,G3 12v 17A Battery
SEC3-BAT-12V-7A,G3 12v 7A Battery
SEC3-BGS-DT-WH,G2 Glass Break Detector - White
SEC3-COM-DIG-TEX,^Texecom Comm 2400 Digital Communicator
SEC3-COM-IP-TEX,G3 Texecom Premier ComIP Module
SEC3-COM-PC-LEA,G3 Texecom PC-COM RS232 Lead
SEC3-COM-USB-TEX,G3 Texecom USB-COM Comms Lead
SEC3-CON-FL-PBR,"^G3 Flush ""Pencil"" Contact - Brown"
SEC3-CON-FL-PEN,"^G3 Flush ""Pencil"" Contact - White"
SEC3-CON-FL-WH,G3 Flush Contact - White
SEC3-CON-RS-SI,G3 Large Roller Shutter Contact - Silver
SEC3-CON-SF-LG,G3 Large Surface Contact - White
SEC3-CON-SF-LGB,G3 Large Surface Contact - Brown
SEC3-CON-SF-MD,G3 Medium Surface Contact - White
SEC3-CON-SF-MDB,^G3 Medium Surface Contact - Brown
SEC3-DUM-BEL-SS,G3 External Bell Dummy - Stainless Steel
SEC3-EXP-8Z-TEX,G3 Texecom Boxed Expander - 8 Zone - 8XP
SEC3-IAK-PRX-LCD,G3 Pyronix Intruder Alarm Keypad - White
SEC3-IAK-TEX-FMK-BB,G3 Texecom Flush Back Box for FMK
SEC3-IAK-TEX-FMK-BR,G3 Texecom Keypad LCD Premier LCDLP FMK Brass
SEC3-IAK-TEX-FMK-DB,G3 Texecom Keypad LCD Premier LCDLP FMK Diamond BLK
SEC3-IAK-TEX-FMK-DW,G3 Texecom Keypad LCD Premier LCDLP FMK Diamond White
SEC3-IAK-TEX-FMK-GM,G3 Texecom Keypad LCD Premier LCDLP FMK Gunmetal
SEC3-IAK-TEX-FMK-PC,G3 Texecom Keypad LCD Premier LCDLP FMK Pol Chrome
SEC3-IAK-TEX-FMK-SC,G3 Texecom Keypad LCD Premier LCDLP FMK Satin Chrome
SEC3-IAK-TEX-WH,G3 Texecom Prem Elite Alarm Keypad - White LCDLP
SEC3-JBX-10-WH,G3 10 way Junction box - White
SEC3-MOD-ARM,^G3 Modem plug on unit
SEC3-MSX-280-CD,^G3 Zone Expansion Card
SEC3-OUT-MOD,^G3 LED Output Module
SEC3-PAN-168-TEX,G3 Texecom Alarm Panel - 168 zones
SEC3-PAN-24-TEX,^G3 Texecom Alarm Panel with Keypad - 24 zones
SEC3-PAN-48-TEX,G3 Texecom Alarm Panel - 48 zones
SEC3-PAN-640-TEX,G3 Texecom Alarm Panel - 640 zones
SEC3-PAN-88-TEX,G3 Texecom Alarm Panel - 88 zones
SEC3-PAN-8Z-TEX,G3 Texecom Alarm Panel - 8 zones (Panel Only)
SEC3-PAN-IC-SS,G3 Double Push Panic Button - Stainless Steel
SEC3-PAN-IC-WH,G3 Double Push Panic Button - White
SEC3-PAN-IW-SS,G3 In Wall Panic Button with LED - Stainless Steel
SEC3-PAN-IW-WH,^G3 In Wall Panic Button with LED - White
SEC3-PAN-IW-WP,G3 In Wall Panic Button with LED - White Primed
SEC3-PIR-360-TEX,G3 360deg Ceiling mount PIR - White (Texecom CA Capture)
SEC3-PIR-WAL-TEX,G3 Wall mount PIR - White (Texecom A20 Capture)
SEC3-PIR-WAL-WH,*G3 Wall mount PIR - White (Discontinued Texecom AMDT+)
SEC3-PIR-WAL1-WH,^G3 Two in one Wall mount PIR - White
SEC3-PIR-WAL2-WH,G3 Two in one Wall mount Large PIR - White
SEC3-PIR-WAL3-WH,G3 Wall Mount PIR - NOT FOR SALES ORDERS
SEC3-PRX-RE-AD,G3 Internal Proximity Tag Reader
SEC3-PRX-TAG-TEX,G3 Texecom Proximity Tag (Single)
SEC3-PRX-TAGS,G3 Pyronix/Castle Internal Proximity Keyfob Tag (5pk)
SEC3-PSU-ELM-SA,^G3 Elmdene 1A Power Supply Stand Alone - White
SEC3-PSU-EXP-TEX,G3 Texecom Power Supply with Expander
SEC3-PSU-REP-TRA,G3 Texecom Replacement Transformer for PSU200XP / Panels
SEC3-PSU-ZEM-WH,G3 Castle Control Panel Power Supply with Expander
SEC3-RISE-HT-DET,G3 Rate of Rise Heat Detector
SEC3-SAB-EXT-CV,G3 External Bell Unit Cover - Stainless Steel
SEC3-SAB-EXT-SS,G3 External Bell Unit with Cover - Stainless Steel
SEC3-SAB-INT-600,G2 Internal Bell Sounder INT600S - White
SEC3-SAF-LIMP-E20,^Elmdene Safe Limpet E20
SEC3-SMK-HT-DET,G3 Smoke & Heat Detector - Texecom Exodus OH/4W
SEC3-SOU-INT-WH,G3 Round Internal Sounder - White
SEC3-TEX-OP8-MOD,G3 Texecom 8 Way Clean Relay Output Board
SEC3-VIP-GL-WH,*G3 Vibration Sensor (Honeywell) - White
SEC3-VIP-KP-WH,*G3 Vibration Sensor (Knights) - White
SEC3-VIP-SG-WH,*G3 Vibration Sensor (Risco) - White
SEC3-VIP-TEX-WH,G3 Vibration Sensor (Texecom) - White
SECTXU24DEVICE,24 Texecom Premier Elite - Grade 2
SIE-COM-06-00,^Siedle DCA612
SKY-HD-DIG-BL,Sky HD Digital Satellite Receiver - Black
SMC-ACT-IBT-00,ACT Gold IBT Battery Tester
SMC-ADI-ST-00,SMC Administration and Carriage
SMC-CAR-00-00,SMC Goods Received Carriage
SMC-CAV-EA-T,Parking/travel/accomm/subsistance to be charged at cost
SMC-COM-01-00,SMC External Sales Commision 1
SMC-COM-02-00,SMC External Sales Commision 2
SMC-CON-58-100,SMC Consultancy
SMC-DES-43-75,SMC Labour - Design
SMC-DES-RV-OO,SMC Labour - Design Revision
SMC-INT-SER,SMC Internet Service - Admin and Site Attendance
SMC-LAB-34-00,SMC Labour - General Engineering
SMC-LAB-BL-CO,SMC Labour - Blinds Commissioning
SMC-LAB-BL-IN,SMC Labour - Blinds Installation
SMC-LAB-CA-TE,SMC Labour - Cable Testing - per cable
SMC-LAB-CC-CO,SMC Labour - CCTV Commissioning
SMC-LAB-CC-IN,SMC Labour - CCTV Installation
SMC-LAB-CU-TR,SMC Client training & system customisation - FOC
SMC-LAB-DI-TI,SMC Labour - Directors Time
SMC-LAB-DT-CO,SMC Labour - Data Commissioning (Onsite)
SMC-LAB-DT-DS,SMC Labour - WIFI Design
SMC-LAB-DT-ND,SMC Labour - Network Documentation
SMC-LAB-DT-NS,SMC Labour - Network Survey
SMC-LAB-DT-PC,SMC Labour - Data Pre-Config (Offsite)
SMC-LAB-EN-AC,SMC Labour - 2nd Fix: Access Control
SMC-LAB-EN-AT,SMC Labour - Site Attendance
SMC-LAB-EN-AU,SMC Labour - 2nd Fix: Audio
SMC-LAB-EN-CO,SMC Labour - 2nd Fix: Control
SMC-LAB-EN-DA,SMC Labour - 2nd Fix: Data
